7974.2 1:22.8709213584 2:22.5735705334 3:123.4204990903 4:22.0762157775 5:22.2286118285 6:149.0176953815 7:65.5879635633 8:106.9783060764 9:109.9548770288 10:20.5643336012 11:75.2355372984 12:99.2952741771 13:84.7099856417 14:77.4177190208 15:97.1154852473 16:72.1961214912 17:70.6875384376 18:105.953883645 19:63.0816564704 20:91.3734265362 21:84.6193580776 22:67.8229538507 23:74.8507593913 24:76.2122186867 
14296.8 1:21.5059741437 2:21.4417526561 3:130.1203128946 4:20.4235748339 5:20 6:202.1638054265 7:99.7373590583 8:115.190752127 9:131.7236391877 10:20 11:110.4057798058 12:149.7978198691 13:85.0292770439 14:66.059027677 15:109.2319051141 16:67.7226925019 17:68.3771916545 18:138.0288259104 19:65.04282847 20:89.6149934452 21:80.4748696621 22:56.1236792058 23:63.2165291187 24:83.7483031109 
18023.4 1:22.2877836843 2:21.2857835045 3:107.7912422211 4:22.6660591652 5:20 6:217.1045956242 7:96.7151828955 8:139.7705344421 9:122.0140095558 10:20 11:153.7768037775 12:160.2787431807 13:100.6234401685 14:76.111342172 15:118.0418284206 16:75.371158458 17:74.514030528 18:146.039317236 19:72.5193909117 20:113.8466273781 21:89.7789904826 22:61.0890031114 23:71.1349346887 24:88.1641953536 
18316.3 1:23.4017036366 2:24.2235580517 3:98.5373103953 4:20 5:20 6:216.4296482226 7:106.8209631375 8:104.3125742324 9:121.6150615962 10:20 11:125.0750499206 12:163.7711511948 13:113.768976942 14:98.3250644568 15:121.4676492748 16:87.978300514 17:82.7865273441 18:146.0621281944 19:76.8584967865 20:116.2875773526 21:90.9978983071 22:71.9690970024 23:76.4514660836 24:87.2261330316 
19230.8 1:20 2:20 3:149.3689416674 4:20 5:20 6:246.843852803 7:114.0019442034 8:86.9279770976 9:145.8110791604 10:20 11:38.3199406374 12:128.3326492842 13:119.7478383821 14:88.8668289398 15:106.0454318541 16:84.7244041251 17:84.6818685009 18:151.7838773276 19:80.6516169361 20:101.3037290737 21:104.0261681524 22:75.5388286599 23:75.3176948439 24:99.6342436975 
6718.7 1:21.7931216889 2:22.5222338889 3:103.1593685255 4:21.5480462612 5:23.3895485542 6:146.1341933312 7:65.3609876608 8:94.5351196523 9:76.3210423637 10:22.3744140368 11:63.256103029 12:107.8760705517 13:64.5134908322 14:59.9576541749 15:92.11001727 16:57.01684806 17:59.1391754164 18:100.6166127981 19:58.3395164604 20:83.3329113268 21:72.4577284552 22:55.5840762277 23:64.552333253 24:66.8086932348 
7258.5 1:20.8301057025 2:24.0878712345 3:108.0654104435 4:22.0156231983 5:20 6:138.7654515959 7:72.6374585137 8:86.5692025909 9:81.5134953327 10:22.7333934314 11:82.1709781909 12:132.5848453884 13:70.2919394956 14:59.9686652308 15:97.0056065903 16:58.4837158831 17:55.1270016654 18:116.5557066741 19:54.9392044568 20:79.6054322878 21:65.3440796147 22:51.5867077534 23:65.0798672588 24:72.1839691794 
4202.6 1:22.4234949213 2:22.8064850073 3:91.2851259408 4:21.6789644413 5:21.3976375672 6:159.8815947326 7:78.3602297166 8:99.7233550687 9:90.543340371 10:24.7098533674 11:84.300267644 12:106.0122137609 13:66.7551516213 14:58.3978463444 15:95.4017736139 16:56.1440899437 17:56.5928579833 18:121.740059229 19:54.5446045417 20:86.4516201558 21:54.163602498 22:45.4544988704 23:54.7449174405 24:70.4200543557 
5257.1 1:23.0936565158 2:20 3:135.2602182169 4:20 5:20 6:163.8858674249 7:74.2172895017 8:100.1954066457 9:115.7055522504 10:20.3245553203 11:94.9629091688 12:124.8356146969 13:80.4565737517 14:80.4688089808 15:100.0888728773 16:75.6793625994 17:75.8064375345 18:144.5443025624 19:66.857758752 20:88.6857333372 21:65.8911036647 22:70.7039054184 23:73.4228025987 24:93.2189495539 
6117.9 1:20 2:20 3:115.9702732533 4:20 5:20 6:157.9895347141 7:61.8457459974 8:73.6356684921 9:125.7363185953 10:20 11:76.8119742419 12:105.2841098548 13:74.9594525106 14:73.985389767 15:95.1291769289 16:70.5325116663 17:69.2666862041 18:137.2240464877 19:57.7878582796 20:79.6464096078 21:75.354332735 22:70.8651849923 23:81.8913574387 24:91.5011232235 
10218.4 1:20 2:20 3:139.7302530736 4:20 5:20 6:208.957764566 7:65.9117029276 8:94.2164874315 9:171.5506931657 10:20 11:60.4332857334 12:129.5093888369 13:96.4354044868 14:83.5801626239 15:112.7006225807 16:79.4006271246 17:79.21331272 18:145.7218819685 19:72.1325097743 20:92.0038223545 21:88.367048217 22:77.0189744864 23:77.4833031945 24:125.7005786742 
9460.1 1:20 2:20 3:133.42173104 4:20 5:20 6:203.5238446577 7:67.0958368837 8:89.5754566011 9:161.4013665824 10:20 11:68.0121301633 12:119.6456598934 13:98.5651904639 14:82.9296029527 15:111.5215351482 16:70.939644831 17:83.6690826809 18:139.3191066493 19:73.3492362615 20:98.7276830352 21:86.6348738259 22:81.0166604913 23:77.5670294721 24:112.8905690767 
8608.9 1:20 2:20 3:114.3082251465 4:20 5:20 6:171.0890371246 7:70.3111927682 8:102.0190121817 9:153.3398299504 10:20 11:113.0676040974 12:221.7307430272 13:97.5135520577 14:85.4284767338 15:127.3752908073 16:82.4072389847 17:76.0085260594 18:149.8151366408 19:66.516801443 20:107.3647147601 21:83.6901632329 22:71.247408236 23:81.71869667 24:115.0358391526 
8276.9 1:20.6895258299 2:20 3:151.7634662699 4:20 5:20 6:205.8844358543 7:80.7140779114 8:122.4740352472 9:156.71214323 10:20 11:142.5832289786 12:184.2664556456 13:101.592173628 14:87.6596470035 15:134.4944170351 16:84.8263650032 17:82.9779081811 18:167.4260044682 19:75.8639817664 20:120.1627332121 21:86.2800243827 22:82.0973895571 23:87.7071916837 24:107.1945468089 
8274.1 1:21.1817384623 2:20 3:109.4751875486 4:20 5:20 6:198.2553142638 7:68.5655279748 8:116.5006890597 9:128.0043804486 10:20 11:99.8497311429 12:160.6706618759 13:99.0164059328 14:77.1904506953 15:136.1525575062 16:80.3073419874 17:79.118192495 18:151.1188843734 19:67.0495348969 20:113.2503015902 21:74.3845084453 22:61.2215488966 23:68.5407662935 24:101.8491138374 
8166.6 1:22.5739164431 2:22.8525204018 3:96.5197038958 4:21.8678354223 5:22.2976397927 6:172.5811301838 7:75.825632475 8:97.1432801813 9:100.6085919147 10:22.8818453522 11:52.1646897101 12:157.4940548417 13:69.5375667314 14:63.0163563 15:112.213819935 16:58.0136773764 17:60.4745650282 18:129.6127520842 19:62.6444137415 20:83.0858224625 21:63.9044986034 22:55.1772622607 23:55.0346684979 24:95.4195280722 
7337.6 1:21.4365031703 2:23.8828289295 3:104.774482525 4:21.1080429779 5:20.9748619318 6:171.3470107273 7:73.4652855737 8:99.0369904341 9:89.7621133452 10:21.6707574983 11:58.0888511742 12:153.7042354215 13:69.810844657 14:58.5526568723 15:109.4993337411 16:64.2336440574 17:62.400180758 18:135.4366458765 19:60.7186050703 20:98.7665983665 21:64.5645887679 22:49.8453809625 23:50.6064785757 24:98.4079115302 
6711.2 1:25.0530511314 2:23.2574793123 3:101.9336708726 4:22.0923002971 5:21.4493206911 6:171.296653012 7:59.653804875 8:115.1443385978 9:88.7931966216 10:22.2588464751 11:44.5469797236 12:117.0258293744 13:58.4960639598 14:52.3958156189 15:102.8390658417 16:51.4998521119 17:55.4787095211 18:125.4601842461 19:52.6540278726 20:107.0376926863 21:53.8856631739 22:45.4327844508 23:48.6387188048 24:97.0560520362 
5313.7 1:23.0655241337 2:21.4966590243 3:130.4402997608 4:22.332395838 5:23.9988274545 6:175.8888833045 7:40.7242581698 8:105.489377009 9:93.2268702415 10:20.6253161133 11:66.4817589674 12:94.856806623 13:54.8882257267 14:51.7565320914 15:96.7973057638 16:48.5690382879 17:46.4980772654 18:103.5094603547 19:43.2298111694 20:89.1640907969 21:58.7348133241 22:46.676475755 23:53.3965890366 24:69.8419525063 
20000 1:20 2:20 3:111.3396133495 4:20 5:20 6:220.8657416384 7:102.6709363881 8:104.4315322338 9:105.6182274468 10:24.4588049618 11:122.094820531 12:173.1168166593 13:103.2099241797 14:82.6299824165 15:127.2899304779 16:89.3973366769 17:85.9033635268 18:142.5201404745 19:85.4845533055 20:112.9506390399 21:110.8169661444 22:69.4811492809 23:75.6220831058 24:90.4875177593 
19575.8 1:20 2:20 3:107.5083685542 4:20 5:20 6:168.1005550956 7:134.0905457584 8:88.2851915753 9:140.1134753245 10:20 11:104.422563365 12:133.0235477871 13:114.4296275863 14:91.980906997 15:128.5911905015 16:105.2186351895 17:103.6670656076 18:166.1253174485 19:95.2048406253 20:96.8124889439 21:135.5367607091 22:79.9429913611 23:78.0590972372 24:92.0132953814 
20000 1:20 2:20 3:162.077220935 4:20 5:20 6:244.4365370263 7:130.2057063019 8:103.7889440485 9:173.5877302403 10:20 11:110.0873175783 12:186.822281251 13:149.9615702496 14:132.813444019 15:147.2815561352 16:126.0849619598 17:114.2729587816 18:173.8235347353 19:108.068824758 20:123.031128514 21:128.9985120527 22:93.674831624 23:97.6700630954 24:112.5997108307 
20000 1:20 2:20 3:147.5372568771 4:20 5:20 6:217.7987604438 7:124.9001914575 8:111.2096374715 9:185.9185200219 10:20 11:135.6791108351 12:229.3237505237 13:148.2100794447 14:129.1563934184 15:154.0786788886 16:120.3047114247 17:125.5632031939 18:170.081058277 19:108.2559843501 20:141.813275316 21:126.4330151719 22:90.4040650084 23:99.5997187419 24:111.8307672557 
19875.3 1:20 2:20 3:140.6020756664 4:20 5:20 6:217.8691369669 7:130.9656173783 8:125.577854718 9:206.4156759999 10:20 11:114.8225843757 12:235.5734676536 13:160.6817996504 14:150.823320278 15:169.7299618237 16:147.5680340228 17:134.574689346 18:188.390197193 19:116.7548920803 20:148.7061539872 21:121.415697015 22:97.1192077856 23:108.3534950175 24:124.9791041689 
18204.1 1:20 2:20 3:124.678998592 4:20 5:20 6:198.4637421224 7:110.00104547 8:108.1209050418 9:213.8730061124 10:20 11:115.689594068 12:200.8063113091 13:132.876163363 14:113.1896999159 15:131.5403841192 16:115.1961357178 17:120.6851286418 18:174.9184009893 19:101.6556473308 20:151.4458483657 21:110.114890827 22:87.9392692528 23:92.2580626677 24:111.3390364575 
20000 1:20 2:20 3:121.5279267738 4:20 5:20 6:179.7939028046 7:117.0835717351 8:107.9075660824 9:205.2293018929 10:20 11:79.9265373183 12:209.0266669502 13:130.6347777786 14:108.0588133521 15:118.9524120402 16:104.8721273702 17:108.8251953562 18:164.796464655 19:104.1213662951 20:139.1448598462 21:110.4109896679 22:86.6564401787 23:82.9057719169 24:104.4176709142 
19208.5 1:20 2:20 3:153.3387617542 4:20 5:20 6:208.8244264464 7:110.3939768531 8:100.4596626043 9:194.818205665 10:20 11:65.4640380984 12:148.8374331018 13:122.9880411177 14:101.2997539931 15:127.9891282259 16:88.7166315477 17:100.9820991902 18:160.9147439987 19:83.9197090893 20:110.5467663568 21:125.9125805522 22:80.9948269131 23:89.7821691927 24:93.9054279049 
19489.6 1:20 2:20 3:123.2618531129 4:20 5:20 6:200.1531025946 7:114.5861254122 8:110.0544985914 9:199.8251289837 10:20 11:78.3281554382 12:183.0077279303 13:129.5527680977 14:103.2599183464 15:130.2074380378 16:93.9994757265 17:103.2534364361 18:154.8521165032 19:88.2240092033 20:128.2969770803 21:121.8092349432 22:80.6406684219 23:84.1465745308 24:100.6595719037 
17946.6 1:20 2:20 3:123.084283437 4:20 5:20 6:209.031846094 7:108.4051814649 8:89.8647718055 9:165.0533526286 10:20 11:51.7488138302 12:203.2383674709 13:137.2390613624 14:112.9158543233 15:136.5547898956 16:104.33022985 17:103.0666349384 18:185.3768336507 19:90.5436202462 20:119.7557192389 21:108.2033770937 22:87.9430518656 23:85.2800445567 24:121.8552584043 
20000 1:20 2:20 3:104.2261815395 4:20 5:20 6:202.1772492473 7:110.2270627618 8:84.6951066177 9:140.8187964137 10:20 11:84.9713814563 12:130.2313062576 13:124.8897232118 14:108.8654214757 15:113.5468807413 16:97.2472137116 17:87.8529200311 18:153.7911398192 19:80.8695202813 20:112.6095712713 21:103.5023640054 22:74.2875350768 23:77.6292428032 24:96.1687651853 
19743.5 1:21.7147706559 2:21.7978731782 3:165.5295662847 4:20 5:20 6:265.1249482876 7:103.7871031039 8:103.2461462552 9:120.2788852958 10:20 11:78.4801723216 12:145.4699270971 13:108.3278944216 14:93.4796348545 15:144.3749003466 16:93.631300586 17:91.9766497961 18:143.4728266777 19:92.0000231282 20:100.6777331578 21:97.0089635089 22:74.7727660758 23:74.8150491319 24:93.4683932086 
19595 1:23.9130800764 2:23.648980179 3:131.0327042156 4:36.8327066741 5:24.1536488974 6:206.8352800647 7:87.0224181871 8:108.0067193511 9:107.3814607539 10:22.5499922509 11:148.3066565026 12:169.7189682435 13:92.9847375416 14:76.0887167562 15:102.1279866612 16:81.8047413138 17:79.2825201512 18:154.8963640794 19:74.0501497295 20:94.5037391573 21:93.5009905206 22:66.1649079075 23:78.5781629031 24:95.8585593459 
20000 1:24.1800270287 2:22.5167968005 3:120.7451701743 4:21.5600143274 5:22.0361796713 6:249.7187552204 7:100.7294454636 8:106.2625729964 9:107.0576866423 10:21.8486544022 11:103.4506163146 12:155.9344541119 13:97.6380159941 14:75.4771104993 15:122.0890618121 16:76.7018313182 17:77.9678222058 18:134.6704229736 19:80.3463756213 20:91.4431329885 21:92.2236103549 22:66.8143887225 23:70.2530352323 24:92.1517586253 
10955.1 1:21.4280904158 2:55.5209850047 3:106.8482447907 4:21.858413793 5:24.9595881555 6:122.1386826256 7:59.573168459 8:83.0479058524 9:58.3983927083 10:21.3026815463 11:74.9308922202 12:100.7173309956 13:67.049627925 14:62.2732536053 15:92.3274898573 16:60.5248615902 17:60.3745062581 18:94.2727783724 19:57.8933668883 20:81.2347732262 21:80.7265919367 22:62.235943536 23:74.3521158464 24:72.6676129978 
13154.1 1:24.3675263058 2:21.9279934786 3:95.7383913869 4:22.4502706533 5:22.6148258565 6:174.2932769288 7:83.4553449904 8:98.0012406923 9:86.000506577 10:24.2482351745 11:103.401484474 12:144.611685359 13:73.7874566984 14:65.9020042187 15:128.9454951269 16:68.8305963891 17:67.6137383997 18:123.3873869622 19:61.7584882722 20:89.2841332776 21:59.0209301543 22:50.8099843108 23:63.1577346609 24:81.0614346751 
9859.1 1:21.0600042008 2:23.8769956574 3:105.7087134777 4:22.6667471633 5:20.8843904252 6:196.4814077243 7:61.3358647395 8:94.8817227303 9:73.3275036449 10:22.4988669082 11:81.4582053492 12:118.1470931258 13:66.7680146359 14:58.8804910427 15:106.2104565869 16:57.2110818786 17:54.9686318985 18:114.866512683 19:52.747454208 20:74.5656688471 21:58.1424613684 22:46.1004409325 23:52.801778386 24:72.8920715864 
9366.9 1:24.6405190442 2:23.2556532883 3:113.8623524011 4:21.9762479861 5:21.8901273058 6:144.4890059299 7:83.5697104242 8:87.9601595832 9:77.0891273029 10:20.8096106351 11:88.7908219532 12:144.3854658143 13:66.5914725468 14:54.7980904329 15:100.7052207668 16:53.7639288841 17:53.6543630617 18:122.3004437922 19:53.6358643256 20:75.364875257 21:58.4948377689 22:49.1627346206 23:58.8949518519 24:70.4161584307 
15683.6 1:20 2:20 3:98.0876575549 4:20 5:20 6:178.109324357 7:73.1253895538 8:96.6778424034 9:89.8376910813 10:20 11:108.757280111 12:175.969506461 13:78.8543795452 14:61.1277214495 15:97.5085523425 16:59.8964573406 17:61.1641331317 18:112.767967499 19:63.0623966189 20:96.3797706489 21:80.96500589 22:59.0152762507 23:75.2457348485 24:87.7025590998 
17657.1 1:20.4031242374 2:20 3:122.7037163521 4:20 5:20 6:160.0428699791 7:121.6647606482 8:120.1038858217 9:126.7954075148 10:20 11:146.3654256282 12:168.7150910974 13:94.3946395168 14:78.8485422305 15:114.7108176015 16:80.6212998131 17:82.941529327 18:143.9211388562 19:77.7848941909 20:124.2019941034 21:82.2779773395 22:75.7812089102 23:85.6567477906 24:102.3802969201 
16609.5 1:21.7507487958 2:20 3:131.4050051906 4:20 5:20 6:193.0907234365 7:110.5730792281 8:122.8548141071 9:154.7888741642 10:20 11:166.7287776583 12:174.8086516015 13:100.2428371432 14:83.7272244184 15:129.4582133751 16:76.3452070241 17:88.7860502211 18:151.1291210565 19:74.0904567898 20:124.9389501446 21:91.6703934383 22:84.7908552947 23:96.8532569399 24:101.4703923268 
15380.6 1:20 2:20 3:179.4788930529 4:20 5:20 6:251.8958400381 7:96.7552919432 8:87.3451064982 9:188.9913859675 10:20 11:36.4383995798 12:127.780224203 13:116.1645664674 14:89.1088519986 15:128.5247277042 16:88.8154911631 17:87.3608897948 18:142.9263462646 19:83.9018556004 20:90.1805615552 21:106.6852046392 22:73.5444199883 23:68.1390345959 24:102.5363213015 
19175 1:20 2:20 3:170.0403548941 4:20 5:20 6:232.9633536001 7:109.6184132679 8:91.2707132961 9:180.5644873565 10:20 11:84.019640728 12:128.7410106427 13:116.4600667238 14:90.0909518215 15:129.3249244931 16:82.2649073041 17:88.0008046927 18:161.2403352717 19:76.6990007416 20:93.3472433598 21:108.9684561726 22:70.0757178073 23:73.0889704424 24:100.852480612 
15948.9 1:20 2:20 3:137.4650381938 4:20 5:20 6:211.808933336 7:105.9716435092 8:78.6896223726 9:137.2591653799 10:20 11:40.7205491576 12:108.3322192128 13:111.6855920401 14:98.7661728894 15:116.0078522625 16:86.2085054688 17:84.410586903 18:155.8460916187 19:83.4169822255 20:85.8603532411 21:97.2358576077 22:68.7195875214 23:72.2000101762 24:81.4826226786 
15077.7 1:20 2:20 3:83.3732139012 4:20 5:20 6:191.7716239693 7:111.9207006855 8:80.4914585256 9:119.0751724491 10:20 11:90.6751354687 12:135.8882820917 13:92.4592926691 14:75.3454194762 15:101.1430734885 16:72.3305011674 17:70.6583277455 18:152.7084132649 19:78.1046688791 20:86.8847801104 21:90.219339497 22:58.6508300905 23:62.9688320738 24:85.2042754806 
14118.5 1:21.3928975282 2:20.7776779862 3:107.2231047739 4:25.3361837667 5:20 6:220.3450601254 7:87.5188446747 8:121.1407737873 9:113.279535066 10:20 11:157.9539284111 12:166.6171749722 13:102.0847992374 14:89.4716977227 15:144.1354208292 16:84.8232232413 17:88.8663129972 18:158.9688946851 19:76.2684701758 20:132.9938732966 21:89.8546844544 22:72.5481885982 23:82.3481683611 24:89.1011677741 
16972.7 1:24.2516776673 2:24.5829570011 3:89.6420873447 4:23.4197687318 5:21.5180068611 6:193.175994212 7:73.6508946193 8:113.9056392483 9:89.6582569891 10:21.2924769401 11:127.4637380703 12:105.5498624968 13:83.7730330486 14:67.6969822887 15:112.798252554 16:67.8281227562 17:68.5091752912 18:138.4395904983 19:58.3499021884 20:106.1557093602 21:74.7036445225 22:58.0733090284 23:66.5397882907 24:76.0826054093 
7157.5 1:20.4613812709 2:22.5241278099 3:105.4405660125 4:21.321537767 5:22.1579398806 6:170.4274253977 7:86.2770637484 8:104.4709434829 9:108.5406246635 10:21.4992951508 11:40.3074222677 12:116.7946842031 13:77.9524603319 14:66.050842773 15:102.0062462381 16:62.35029395 17:62.0151442205 18:126.0278307672 19:65.7358352254 20:92.2764023549 21:77.317973105 22:57.1747079611 23:59.5489197969 24:82.0395923844 
5067 1:22.2318451158 2:22.4181857327 3:99.0880825381 4:21.525421887 5:21.55790042 6:135.0925158531 7:52.3790471096 8:65.1399153603 9:70.8198957924 10:20.5567198655 11:65.1749801904 12:113.1242774002 13:54.1768073704 14:58.909784373 15:105.2746489525 16:56.9602331231 17:54.7259897289 18:104.4289410285 19:52.5447782899 20:59.0947520632 21:61.9860172382 22:49.2344209229 23:57.1774695613 24:79.4933146231 
6555.4 1:21.3689417358 2:21.5420658385 3:118.3779528966 4:22.7944690028 5:21.7787027437 6:118.8436237947 7:59.1743481022 8:97.0574611191 9:96.1692756466 10:22.6730674917 11:103.3364986173 12:147.3752610383 13:67.7343183718 14:76.0428039202 15:120.3306150611 16:68.6121109289 17:68.9899920034 18:140.1439387148 19:63.0579759182 20:98.795088873 21:66.2243506794 22:60.8490192434 23:89.8688986769 24:98.6840972512 
7779.8 1:20 2:20 3:138.1498577367 4:20 5:20 6:172.3283375147 7:90.6566648572 8:119.8068268029 9:150.5672710404 10:20.3019352006 11:110.7226428395 12:136.8168543874 13:92.5640346907 14:92.722701872 15:126.4974350165 16:84.8200700871 17:87.8453061733 18:160.2454367441 19:74.0032166498 20:114.9278465524 21:71.4234699896 22:80.7620800574 23:93.8636776968 24:113.2698302183 
6714.2 1:22.2299015916 2:20.4741920493 3:127.5655454093 4:20 5:20 6:159.8526246575 7:93.5695734055 8:133.1744241619 9:150.6028924286 10:21.9529996584 11:122.0634236106 12:139.2717873391 13:93.6840768668 14:90.5455378608 15:129.7271440172 16:85.63614984 17:86.9787309427 18:162.142427056 19:76.0747281543 20:133.6908447121 21:72.8188806419 22:80.7834608477 23:95.7272926225 24:107.2893989345 
10989.5 1:20 2:20 3:154.3200618258 4:20 5:20 6:185.3807982476 7:106.8255538325 8:92.9651988011 9:181.1341691047 10:20 11:84.92961821 12:147.1957078763 13:103.3138373401 14:108.6319075033 15:116.7586788463 16:105.6877541297 17:103.1627046339 18:148.4366720244 19:93.2264786677 20:87.0964984529 21:97.9551516942 22:102.3883039092 23:93.6050838255 24:114.0208266256 
13906.2 1:20 2:20 3:134.1673773472 4:20 5:20 6:164.5246582735 7:103.4819140099 8:85.8386665723 9:169.6410066112 10:20 11:50.1720884585 12:130.5866371054 13:100.9971412487 14:89.0243171175 15:98.6338583868 16:88.1611368178 17:84.8618796615 18:137.8319220919 19:78.7212984784 20:81.0719994306 21:91.0742059119 22:83.5699318954 23:77.7156163904 24:107.6382179288 
11245.4 1:20 2:20 3:117.3729580618 4:20 5:20 6:164.6853212433 7:63.7392762136 8:75.9643417757 9:133.1329525971 10:20 11:60.0006643162 12:145.3815042116 13:90.650190979 14:73.2432544172 15:107.0672436227 16:64.2725577286 17:74.322925989 18:120.7989339839 19:63.6709218937 20:85.0736197196 21:83.0052812812 22:79.2659453828 23:77.2422445587 24:96.4823140838 
10493.7 1:20 2:20 3:132.7581740356 4:20 5:20 6:143.1179885449 7:99.5431917852 8:67.4072560497 9:114.1678487517 10:20 11:57.954956583 12:124.1102302995 13:95.3926597037 14:80.4245691775 15:114.0147640258 16:77.8061536077 17:86.3938140403 18:140.7040777805 19:73.7283234627 20:95.5736848588 21:85.943602139 22:77.0880273019 23:70.2415250533 24:104.6579034173 
10209.3 1:20 2:20 3:109.0157656489 4:20 5:20 6:181.6539728159 7:70.365519842 8:85.5056022537 9:128.1212334602 10:20 11:59.9717393065 12:126.4797952969 13:99.7930615552 14:84.0897623793 15:128.0526263135 16:73.5409034109 17:82.8863426372 18:136.1217858357 19:75.9110092496 20:96.1908341472 21:89.5140746339 22:91.3457146838 23:71.0714569969 24:104.9296367145 
10218.1 1:21.5613429283 2:21.3421167337 3:107.6624904299 4:20 5:20 6:198.5414080256 7:66.4751139818 8:76.5607752327 9:107.9043004457 10:20 11:76.7480891359 12:133.9412378744 13:92.0133124993 14:86.9573990915 15:149.2943663331 16:81.1258892933 17:89.6271538257 18:147.3410226894 19:78.8691878993 20:102.7939678055 21:80.4621507402 22:85.5217517286 23:74.1825323759 24:115.1503486018 
10194 1:22.18078661 2:23.3445925891 3:128.3991858857 4:20 5:20 6:174.2724891984 7:75.3556092698 8:78.3207499211 9:107.7970703146 10:20 11:115.2585518095 12:189.7636932306 13:93.7885324057 14:88.9944374456 15:135.9672892069 16:87.0363015239 17:92.0522648956 18:161.536796324 19:72.7952167819 20:114.7217945086 21:87.7193218912 22:78.2632123944 23:88.4143084018 24:103.8961958317 
9281 1:26.9075306626 2:22.1627646297 3:121.9060445591 4:21.3179054325 5:22.0568319281 6:173.2294740532 7:68.3961285343 8:99.3863732573 9:90.8463277852 10:22.4955271138 11:100.3509835689 12:145.5511331182 13:83.6916580732 14:80.1062449656 15:111.1365694021 16:85.5387597984 17:75.2929668616 18:147.0820998499 19:70.1669727829 20:112.7652225549 21:75.7448075158 22:66.5807808485 23:67.5112613856 24:99.0162349952 
